1,-3,-3,-3,-3,0.4636
1,-3,-3,-3,-2,0.4639
1,-3,-3,-3,-1,0.4645
1,-3,-3,-3,0,0.4655
1,-3,-3,-3,1,0.4667
1,-3,-3,-3,2,0.4679
1,-3,-3,-3,3,0.469
1,-3,-3,-2,-3,0.4572
1,-3,-3,-2,-2,0.4578
1,-3,-3,-2,-1,0.4589
1,-3,-3,-2,0,0.4606
1,-3,-3,-2,1,0.4629
1,-3,-3,-2,2,0.4653
1,-3,-3,-2,3,0.4674
1,-3,-3,-1,-3,0.4461
1,-3,-3,-1,-2,0.4472
1,-3,-3,-1,-1,0.449
1,-3,-3,-1,0,0.4519
1,-3,-3,-1,1,0.4559
1,-3,-3,-1,2,0.4604
1,-3,-3,-1,3,0.4643
1,-3,-3,0,-3,0.4293
1,-3,-3,0,-2,0.4306
1,-3,-3,0,-1,0.4332
1,-3,-3,0,0,0.4375
1,-3,-3,0,1,0.4438
1,-3,-3,0,2,0.4513
1,-3,-3,0,3,0.4584
1,-3,-3,1,-3,0.4083
1,-3,-3,1,-2,0.4098
1,-3,-3,1,-1,0.4125
1,-3,-3,1,0,0.4175
1,-3,-3,1,1,0.4255
1,-3,-3,1,2,0.4363
1,-3,-3,1,3,0.4477
1,-3,-3,2,-3,0.3882
1,-3,-3,2,-2,0.3894
1,-3,-3,2,-1,0.3917
1,-3,-3,2,0,0.396
1,-3,-3,2,1,0.4037
1,-3,-3,2,2,0.4156
1,-3,-3,2,3,0.4307
1,-3,-3,3,-3,0.3733
1,-3,-3,3,-2,0.374
1,-3,-3,3,-1,0.3755
1,-3,-3,3,0,0.3785
1,-3,-3,3,1,0.384
1,-3,-3,3,2,0.3937
1,-3,-3,3,3,0.4088
1,-3,-2,-3,-3,0.4611
1,-3,-2,-3,-2,0.4617
1,-3,-2,-3,-1,0.4628
1,-3,-2,-3,0,0.4645
1,-3,-2,-3,1,0.4667
1,-3,-2,-3,2,0.4689
1,-3,-2,-3,3,0.4708
1,-3,-2,-2,-3,0.4494
1,-3,-2,-2,-2,0.4505
1,-3,-2,-2,-1,0.4525
1,-3,-2,-2,0,0.4557
1,-3,-2,-2,1,0.4598
1,-3,-2,-2,2,0.4643
1,-3,-2,-2,3,0.4679
1,-3,-2,-1,-3,0.4288
1,-3,-2,-1,-2,0.4306
1,-3,-2,-1,-1,0.434
1,-3,-2,-1,0,0.4394
1,-3,-2,-1,1,0.4469
1,-3,-2,-1,2,0.4551
1,-3,-2,-1,3,0.4623
1,-3,-2,0,-3,0.3969
1,-3,-2,0,-2,0.3993
1,-3,-2,0,-1,0.4039
1,-3,-2,0,0,0.4118
1,-3,-2,0,1,0.4236
1,-3,-2,0,2,0.438
1,-3,-2,0,3,0.4513
1,-3,-2,1,-3,0.3576
1,-3,-2,1,-2,0.36
1,-3,-2,1,-1,0.3646
1,-3,-2,1,0,0.3732
1,-3,-2,1,1,0.3878
1,-3,-2,1,2,0.4084
1,-3,-2,1,3,0.4308
1,-3,-2,2,-3,0.3215
1,-3,-2,2,-2,0.3232
1,-3,-2,2,-1,0.3267
1,-3,-2,2,0,0.3333
1,-3,-2,2,1,0.3458
1,-3,-2,2,2,0.3671
1,-3,-2,2,3,0.3965
1,-3,-2,3,-3,0.2959
1,-3,-2,3,-2,0.2969
1,-3,-2,3,-1,0.299
1,-3,-2,3,0,0.303
1,-3,-2,3,1,0.311
1,-3,-2,3,2,0.3262
1,-3,-2,3,3,0.3525
1,-3,-1,-3,-3,0.4573
1,-3,-1,-3,-2,0.4583
1,-3,-1,-3,-1,0.4602
1,-3,-1,-3,0,0.463
1,-3,-1,-3,1,0.4667
1,-3,-1,-3,2,0.4705
1,-3,-1,-3,3,0.4735
1,-3,-1,-2,-3,0.4373
1,-3,-1,-2,-2,0.4393
1,-3,-1,-2,-1,0.4426
1,-3,-1,-2,0,0.448
1,-3,-1,-2,1,0.4551
1,-3,-1,-2,2,0.4626
1,-3,-1,-2,3,0.4688
1,-3,-1,-1,-3,0.4011
1,-3,-1,-1,-2,0.4042
1,-3,-1,-1,-1,0.4098
1,-3,-1,-1,0,0.4192
1,-3,-1,-1,1,0.4323
1,-3,-1,-1,2,0.4469
1,-3,-1,-1,3,0.4592
1,-3,-1,0,-3,0.344
1,-3,-1,0,-2,0.3478
1,-3,-1,0,-1,0.3552
1,-3,-1,0,0,0.3684
1,-3,-1,0,1,0.3894
1,-3,-1,0,2,0.4157
1,-3,-1,0,3,0.4399
1,-3,-1,1,-3,0.2753
1,-3,-1,1,-2,0.2785
1,-3,-1,1,-1,0.2849
1,-3,-1,1,0,0.2974
1,-3,-1,1,1,0.3208
1,-3,-1,1,2,0.3581
1,-3,-1,1,3,0.4012
1,-3,-1,2,-3,0.2163
1,-3,-1,2,-2,0.2181
1,-3,-1,2,-1,0.2219
1,-3,-1,2,0,0.2296
1,-3,-1,2,1,0.2454
1,-3,-1,2,2,0.2771
1,-3,-1,2,3,0.3311
1,-3,-1,3,-3,0.1772
1,-3,-1,3,-2,0.1781
1,-3,-1,3,-1,0.18
1,-3,-1,3,0,0.1838
1,-3,-1,3,1,0.1917
